pharmacy_id,sku,drug_name,form,strength,price,qty
ph1154,OTC030,Saline Nasal Spray,Spray,30ml,93.25,141
ph1154,OTC005,Cough Syrup,Syrup,100ml,17.96,82
ph1155,OTC009,Dextromethorphan,Syrup,100ml,13.97,196
ph1155,OTC042,Oxygen Support,Cylinder,Portable,56.28,117
ph1155,OTC038,Steam Inhalation,Solution,100ml,29.33,43
ph1155,OTC023,Throat Lozenges,Lozenge,24 count,132.55,191
ph1155,OTC010,Guaifenesin,Syrup,100ml,31.68,51
ph1155,OTC008,Chlorpheniramine,Tablet,4mg,20.23,106
ph1155,OTC037,Bronchodilator,Tablet,4mg,46.1,183
ph1155,OTC006,Vitamin C,Tablet,500mg,19.3,171
ph1155,OTC015,Acetaminophen,Tablet,325mg,127.04,26
ph1155,OTC016,Pseudoephedrine,Tablet,30mg,99.61,27
ph1155,OTC026,Multivitamin,Tablet,Daily,63.09,145
ph1155,OTC011,Loratadine,Tablet,10mg,24.34,122
ph1156,OTC032,Salbutamol Inhaler,Inhaler,100mcg,114.76,113
ph1156,OTC008,Chlorpheniramine,Tablet,4mg,124.28,163
ph1156,OTC002,Ibuprofen,Tablet,200mg,47.17,54
ph1156,OTC039,Chest Rub Balm,Balm,50g,54.23,128
ph1156,OTC041,Steroid Respiratory,Tablet,5mg,26.79,124
ph1156,OTC015,Acetaminophen,Tablet,325mg,25.21,195
ph1156,OTC006,Vitamin C,Tablet,500mg,53.77,179
ph1156,OTC007,Zinc Supplement,Tablet,50mg,89.92,176
ph1156,OTC003,Cetirizine,Tablet,10mg,53.55,56
ph1156,OTC011,Loratadine,Tablet,10mg,67.83,199
ph1156,OTC010,Guaifenesin,Syrup,100ml,21.94,90
ph1156,OTC036,Expectorant Tablets,Tablet,200mg,129.14,104
ph1156,OTC017,Phenylephrine,Tablet,10mg,54.04,132
ph1156,OTC023,Throat Lozenges,Lozenge,24 count,116.85,101
ph1156,OTC009,Dextromethorphan,Syrup,100ml,84.94,59
ph1157,OTC030,Saline Nasal Spray,Spray,30ml,145.45,66
ph1157,OTC006,Vitamin C,Tablet,500mg,121.87,54
ph1157,OTC037,Bronchodilator,Tablet,4mg,37.28,162
ph1157,OTC034,Mucolytic Syrup,Syrup,100ml,61.86,78
ph1157,OTC033,Budesonide Inhaler,Inhaler,200mcg,125.57,150
ph1157,OTC015,Acetaminophen,Tablet,325mg,17.83,72
ph1157,OTC002,Ibuprofen,Tablet,200mg,142.86,180
ph1157,OTC031,Ambroxol,Tablet,30mg,56.66,185
ph1157,OTC005,Cough Syrup,Syrup,100ml,34.0,152
ph1157,OTC010,Guaifenesin,Syrup,100ml,14.24,27
ph1157,OTC039,Chest Rub Balm,Balm,50g,139.65,146
ph1157,OTC032,Salbutamol Inhaler,Inhaler,100mcg,54.26,147
ph1157,OTC011,Loratadine,Tablet,10mg,110.25,150
ph1158,OTC032,Salbutamol Inhaler,Inhaler,100mcg,60.14,91
ph1158,OTC035,Antihistamine Syrup,Syrup,100ml,108.52,141
ph1158,OTC034,Mucolytic Syrup,Syrup,100ml,78.93,143
ph1158,OTC040,Antibiotic Respiratory,Tablet,500mg,45.44,90
ph1158,OTC023,Throat Lozenges,Lozenge,24 count,89.17,87
ph1158,OTC008,Chlorpheniramine,Tablet,4mg,121.21,82
ph1158,OTC015,Acetaminophen,Tablet,325mg,14.75,129
ph1158,OTC010,Guaifenesin,Syrup,100ml,49.52,33
ph1158,OTC011,Loratadine,Tablet,10mg,16.83,22
ph1158,OTC006,Vitamin C,Tablet,500mg,64.11,156
ph1159,OTC043,Nebulizer Solution,Solution,2.5ml,93.12,163
ph1159,OTC006,Vitamin C,Tablet,500mg,59.23,186
ph1159,OTC016,Pseudoephedrine,Tablet,30mg,131.15,187
ph1159,OTC011,Loratadine,Tablet,10mg,122.62,25
ph1159,OTC031,Ambroxol,Tablet,30mg,91.59,55
ph1159,OTC017,Phenylephrine,Tablet,10mg,26.98,85
ph1159,OTC042,Oxygen Support,Cylinder,Portable,13.41,60
ph1159,OTC035,Antihistamine Syrup,Syrup,100ml,130.36,84
ph1159,OTC023,Throat Lozenges,Lozenge,24 count,123.38,110
ph1159,OTC015,Acetaminophen,Tablet,325mg,112.36,174
ph1159,OTC034,Mucolytic Syrup,Syrup,100ml,70.91,43
ph1159,OTC008,Chlorpheniramine,Tablet,4mg,115.79,35
ph1159,OTC026,Multivitamin,Tablet,Daily,90.29,177
ph1159,OTC036,Expectorant Tablets,Tablet,200mg,129.62,76
ph1160,OTC040,Antibiotic Respiratory,Tablet,500mg,60.48,46
ph1160,OTC034,Mucolytic Syrup,Syrup,100ml,108.93,95
ph1160,OTC037,Bronchodilator,Tablet,4mg,38.18,195
ph1160,OTC010,Guaifenesin,Syrup,100ml,65.19,34
ph1160,OTC023,Throat Lozenges,Lozenge,24 count,40.46,115
ph1160,OTC001,Paracetamol,Tablet,500mg,18.22,79
ph1160,OTC039,Chest Rub Balm,Balm,50g,114.93,197
ph1160,OTC032,Salbutamol Inhaler,Inhaler,100mcg,118.78,96
ph1160,OTC006,Vitamin C,Tablet,500mg,44.51,182
ph1160,OTC016,Pseudoephedrine,Tablet,30mg,93.65,155
ph1160,OTC035,Antihistamine Syrup,Syrup,100ml,46.21,88
ph1161,OTC023,Throat Lozenges,Lozenge,24 count,137.45,165
ph1161,OTC031,Ambroxol,Tablet,30mg,67.98,87
ph1161,OTC032,Salbutamol Inhaler,Inhaler,100mcg,57.06,98
ph1161,OTC015,Acetaminophen,Tablet,325mg,94.63,110
ph1161,OTC006,Vitamin C,Tablet,500mg,109.58,110
ph1161,OTC035,Antihistamine Syrup,Syrup,100ml,127.98,149
ph1161,OTC009,Dextromethorphan,Syrup,100ml,132.62,64
ph1161,OTC017,Phenylephrine,Tablet,10mg,72.81,69
ph1161,OTC003,Cetirizine,Tablet,10mg,111.59,146
ph1161,OTC026,Multivitamin,Tablet,Daily,109.35,93
ph1161,OTC041,Steroid Respiratory,Tablet,5mg,105.35,188
ph1162,OTC023,Throat Lozenges,Lozenge,24 count,39.86,73
ph1162,OTC037,Bronchodilator,Tablet,4mg,65.18,190
ph1162,OTC005,Cough Syrup,Syrup,100ml,137.99,141
ph1162,OTC030,Saline Nasal Spray,Spray,30ml,64.24,138
ph1162,OTC009,Dextromethorphan,Syrup,100ml,67.21,89
ph1162,OTC006,Vitamin C,Tablet,500mg,109.47,190
ph1162,OTC038,Steam Inhalation,Solution,100ml,48.75,30
ph1162,OTC035,Antihistamine Syrup,Syrup,100ml,48.94,119
ph1162,OTC010,Guaifenesin,Syrup,100ml,57.09,113
ph1162,OTC001,Paracetamol,Tablet,500mg,23.9,61
ph1162,OTC007,Zinc Supplement,Tablet,50mg,87.34,79
ph1163,OTC003,Cetirizine,Tablet,10mg,105.08,106
ph1163,OTC005,Cough Syrup,Syrup,100ml,92.27,63
ph1163,OTC001,Paracetamol,Tablet,500mg,121.04,154
ph1163,OTC015,Acetaminophen,Tablet,325mg,146.82,54
ph1163,OTC041,Steroid Respiratory,Tablet,5mg,71.93,127
ph1163,OTC006,Vitamin C,Tablet,500mg,78.65,89
ph1163,OTC036,Expectorant Tablets,Tablet,200mg,35.56,179
ph1163,OTC038,Steam Inhalation,Solution,100ml,39.43,198
ph1163,OTC031,Ambroxol,Tablet,30mg,47.1,78
ph1163,OTC033,Budesonide Inhaler,Inhaler,200mcg,124.79,136
ph1163,OTC007,Zinc Supplement,Tablet,50mg,37.09,54
ph1163,OTC002,Ibuprofen,Tablet,200mg,110.16,153
ph1163,OTC026,Multivitamin,Tablet,Daily,144.87,175
ph1163,OTC011,Loratadine,Tablet,10mg,68.55,168
ph1164,OTC003,Cetirizine,Tablet,10mg,115.92,37
ph1164,OTC040,Antibiotic Respiratory,Tablet,500mg,46.04,180
ph1164,OTC015,Acetaminophen,Tablet,325mg,97.73,198
ph1164,OTC005,Cough Syrup,Syrup,100ml,83.07,165
ph1164,OTC002,Ibuprofen,Tablet,200mg,103.31,117
ph1164,OTC001,Paracetamol,Tablet,500mg,145.98,107
ph1164,OTC006,Vitamin C,Tablet,500mg,40.32,147
ph1164,OTC016,Pseudoephedrine,Tablet,30mg,19.56,111
ph1164,OTC038,Steam Inhalation,Solution,100ml,76.7,48
ph1164,OTC026,Multivitamin,Tablet,Daily,145.74,111
ph1164,OTC023,Throat Lozenges,Lozenge,24 count,35.41,163
ph1165,OTC031,Ambroxol,Tablet,30mg,75.39,78
ph1165,OTC008,Chlorpheniramine,Tablet,4mg,24.76,53
ph1165,OTC003,Cetirizine,Tablet,10mg,95.72,69
ph1165,OTC043,Nebulizer Solution,Solution,2.5ml,134.47,90
ph1165,OTC023,Throat Lozenges,Lozenge,24 count,141.79,99
ph1165,OTC009,Dextromethorphan,Syrup,100ml,82.41,33
ph1165,OTC001,Paracetamol,Tablet,500mg,135.12,60
ph1165,OTC035,Antihistamine Syrup,Syrup,100ml,105.81,136
ph1165,OTC032,Salbutamol Inhaler,Inhaler,100mcg,103.78,115
ph1165,OTC015,Acetaminophen,Tablet,325mg,94.92,198
ph1165,OTC002,Ibuprofen,Tablet,200mg,13.75,58
ph1165,OTC026,Multivitamin,Tablet,Daily,67.68,24
ph1165,OTC042,Oxygen Support,Cylinder,Portable,10.04,35
ph1165,OTC038,Steam Inhalation,Solution,100ml,76.09,64
ph1166,OTC031,Ambroxol,Tablet,30mg,58.6,82
ph1166,OTC034,Mucolytic Syrup,Syrup,100ml,93.47,184
ph1166,OTC042,Oxygen Support,Cylinder,Portable,107.95,165
ph1166,OTC026,Multivitamin,Tablet,Daily,67.89,29
ph1166,OTC003,Cetirizine,Tablet,10mg,28.4,73
ph1166,OTC007,Zinc Supplement,Tablet,50mg,20.55,103
ph1166,OTC005,Cough Syrup,Syrup,100ml,123.5,179
ph1166,OTC030,Saline Nasal Spray,Spray,30ml,82.25,138
ph1166,OTC032,Salbutamol Inhaler,Inhaler,100mcg,142.45,49
ph1166,OTC010,Guaifenesin,Syrup,100ml,74.43,134
ph1167,OTC001,Paracetamol,Tablet,500mg,57.07,63
ph1167,OTC008,Chlorpheniramine,Tablet,4mg,143.66,91
ph1167,OTC007,Zinc Supplement,Tablet,50mg,27.05,76
ph1167,OTC042,Oxygen Support,Cylinder,Portable,140.59,32
ph1167,OTC043,Nebulizer Solution,Solution,2.5ml,72.12,180
ph1167,OTC031,Ambroxol,Tablet,30mg,86.48,146
ph1167,OTC030,Saline Nasal Spray,Spray,30ml,100.95,152
ph1167,OTC038,Steam Inhalation,Solution,100ml,108.09,144
ph1167,OTC002,Ibuprofen,Tablet,200mg,55.44,194
ph1167,OTC017,Phenylephrine,Tablet,10mg,85.77,21
ph1167,OTC039,Chest Rub Balm,Balm,50g,92.28,167
ph1167,OTC011,Loratadine,Tablet,10mg,115.43,97
ph1167,OTC003,Cetirizine,Tablet,10mg,56.94,95
ph1167,OTC023,Throat Lozenges,Lozenge,24 count,96.61,132
ph1168,OTC042,Oxygen Support,Cylinder,Portable,80.24,106
ph1168,OTC009,Dextromethorphan,Syrup,100ml,24.61,51
ph1168,OTC016,Pseudoephedrine,Tablet,30mg,50.32,196
ph1168,OTC017,Phenylephrine,Tablet,10mg,28.81,98
ph1168,OTC033,Budesonide Inhaler,Inhaler,200mcg,121.05,77
ph1168,OTC011,Loratadine,Tablet,10mg,101.18,89
ph1168,OTC035,Antihistamine Syrup,Syrup,100ml,117.16,102
ph1168,OTC041,Steroid Respiratory,Tablet,5mg,137.86,194
ph1168,OTC006,Vitamin C,Tablet,500mg,143.62,86
ph1168,OTC023,Throat Lozenges,Lozenge,24 count,136.93,57
ph1168,OTC007,Zinc Supplement,Tablet,50mg,24.85,118
ph1169,OTC035,Antihistamine Syrup,Syrup,100ml,145.61,133
ph1169,OTC008,Chlorpheniramine,Tablet,4mg,87.83,193
ph1169,OTC011,Loratadine,Tablet,10mg,88.36,197
ph1169,OTC033,Budesonide Inhaler,Inhaler,200mcg,68.73,150
ph1169,OTC042,Oxygen Support,Cylinder,Portable,113.01,198
ph1169,OTC032,Salbutamol Inhaler,Inhaler,100mcg,135.77,112
ph1169,OTC041,Steroid Respiratory,Tablet,5mg,84.61,134
ph1169,OTC005,Cough Syrup,Syrup,100ml,47.9,39
ph1169,OTC017,Phenylephrine,Tablet,10mg,144.08,42
ph1169,OTC016,Pseudoephedrine,Tablet,30mg,17.64,185
ph1169,OTC023,Throat Lozenges,Lozenge,24 count,123.55,131
ph1169,OTC010,Guaifenesin,Syrup,100ml,74.08,58
ph1170,OTC011,Loratadine,Tablet,10mg,73.63,33
ph1170,OTC003,Cetirizine,Tablet,10mg,20.15,60
ph1170,OTC030,Saline Nasal Spray,Spray,30ml,49.02,74
ph1170,OTC023,Throat Lozenges,Lozenge,24 count,133.03,48
ph1170,OTC033,Budesonide Inhaler,Inhaler,200mcg,70.36,88
ph1170,OTC009,Dextromethorphan,Syrup,100ml,59.89,191
ph1170,OTC034,Mucolytic Syrup,Syrup,100ml,93.67,57
ph1170,OTC032,Salbutamol Inhaler,Inhaler,100mcg,139.68,86
ph1170,OTC040,Antibiotic Respiratory,Tablet,500mg,147.5,132
ph1170,OTC031,Ambroxol,Tablet,30mg,86.52,89
ph1170,OTC039,Chest Rub Balm,Balm,50g,71.66,94
ph1170,OTC013,Aspirin,Tablet,325mg,15.5,180
ph1170,OTC008,Chlorpheniramine,Tablet,4mg,92.49,119
ph1171,OTC003,Cetirizine,Tablet,10mg,115.96,76
ph1171,OTC039,Chest Rub Balm,Balm,50g,103.55,60
ph1171,OTC030,Saline Nasal Spray,Spray,30ml,75.75,73
ph1171,OTC040,Antibiotic Respiratory,Tablet,500mg,144.95,147
ph1171,OTC023,Throat Lozenges,Lozenge,24 count,26.49,113
ph1171,OTC015,Acetaminophen,Tablet,325mg,64.51,143
ph1171,OTC016,Pseudoephedrine,Tablet,30mg,148.63,38
ph1171,OTC032,Salbutamol Inhaler,Inhaler,100mcg,31.6,83
ph1171,OTC007,Zinc Supplement,Tablet,50mg,10.68,161
ph1171,OTC017,Phenylephrine,Tablet,10mg,119.26,137
ph1171,OTC036,Expectorant Tablets,Tablet,200mg,102.36,167
ph1171,OTC006,Vitamin C,Tablet,500mg,58.85,170
ph1172,OTC015,Acetaminophen,Tablet,325mg,10.97,158
ph1172,OTC009,Dextromethorphan,Syrup,100ml,119.83,20
ph1172,OTC006,Vitamin C,Tablet,500mg,132.56,105
ph1172,OTC036,Expectorant Tablets,Tablet,200mg,138.36,157
ph1172,OTC011,Loratadine,Tablet,10mg,39.8,187
ph1172,OTC007,Zinc Supplement,Tablet,50mg,94.8,198
ph1172,OTC013,Aspirin,Tablet,325mg,143.52,27
ph1172,OTC016,Pseudoephedrine,Tablet,30mg,38.31,88
ph1172,OTC040,Antibiotic Respiratory,Tablet,500mg,20.24,82
ph1172,OTC001,Paracetamol,Tablet,500mg,125.05,123
ph1173,OTC034,Mucolytic Syrup,Syrup,100ml,131.2,132
ph1173,OTC008,Chlorpheniramine,Tablet,4mg,124.29,27
ph1173,OTC006,Vitamin C,Tablet,500mg,113.09,31
ph1173,OTC032,Salbutamol Inhaler,Inhaler,100mcg,69.67,26
ph1173,OTC030,Saline Nasal Spray,Spray,30ml,79.82,116
ph1173,OTC013,Aspirin,Tablet,325mg,23.9,91
ph1173,OTC017,Phenylephrine,Tablet,10mg,120.21,83
ph1173,OTC031,Ambroxol,Tablet,30mg,132.06,28
ph1173,OTC010,Guaifenesin,Syrup,100ml,149.0,91
ph1173,OTC033,Budesonide Inhaler,Inhaler,200mcg,112.66,40
ph1173,OTC043,Nebulizer Solution,Solution,2.5ml,112.14,189
ph1173,OTC023,Throat Lozenges,Lozenge,24 count,78.35,99
ph1174,OTC008,Chlorpheniramine,Tablet,4mg,71.13,40
ph1174,OTC016,Pseudoephedrine,Tablet,30mg,136.92,142
ph1174,OTC031,Ambroxol,Tablet,30mg,109.1,97
ph1174,OTC023,Throat Lozenges,Lozenge,24 count,126.54,103
ph1174,OTC003,Cetirizine,Tablet,10mg,45.7,115
ph1174,OTC035,Antihistamine Syrup,Syrup,100ml,126.67,131
ph1174,OTC037,Bronchodilator,Tablet,4mg,70.07,154
ph1174,OTC034,Mucolytic Syrup,Syrup,100ml,30.89,158
ph1174,OTC042,Oxygen Support,Cylinder,Portable,111.42,98
ph1174,OTC009,Dextromethorphan,Syrup,100ml,19.39,63
ph1174,OTC030,Saline Nasal Spray,Spray,30ml,78.46,112
ph1174,OTC040,Antibiotic Respiratory,Tablet,500mg,133.53,180
ph1175,OTC010,Guaifenesin,Syrup,100ml,39.01,86
ph1175,OTC005,Cough Syrup,Syrup,100ml,106.05,64
ph1175,OTC037,Bronchodilator,Tablet,4mg,21.5,61
ph1175,OTC041,Steroid Respiratory,Tablet,5mg,29.09,76
ph1175,OTC033,Budesonide Inhaler,Inhaler,200mcg,90.67,169
ph1175,OTC030,Saline Nasal Spray,Spray,30ml,126.83,154
ph1175,OTC038,Steam Inhalation,Solution,100ml,135.59,60
ph1175,OTC026,Multivitamin,Tablet,Daily,27.17,164
ph1175,OTC007,Zinc Supplement,Tablet,50mg,119.97,23
ph1175,OTC017,Phenylephrine,Tablet,10mg,74.54,51
ph1176,OTC041,Steroid Respiratory,Tablet,5mg,68.79,143
ph1176,OTC006,Vitamin C,Tablet,500mg,19.95,190
ph1176,OTC035,Antihistamine Syrup,Syrup,100ml,47.23,138
ph1176,OTC036,Expectorant Tablets,Tablet,200mg,100.99,117
ph1176,OTC001,Paracetamol,Tablet,500mg,64.68,95
ph1176,OTC011,Loratadine,Tablet,10mg,54.19,160
ph1176,OTC040,Antibiotic Respiratory,Tablet,500mg,92.47,79
ph1176,OTC010,Guaifenesin,Syrup,100ml,90.74,45
ph1176,OTC030,Saline Nasal Spray,Spray,30ml,66.26,99
ph1176,OTC037,Bronchodilator,Tablet,4mg,61.88,187
ph1176,OTC015,Acetaminophen,Tablet,325mg,66.09,190
ph1177,OTC038,Steam Inhalation,Solution,100ml,88.7,52
ph1177,OTC040,Antibiotic Respiratory,Tablet,500mg,11.18,191
ph1177,OTC016,Pseudoephedrine,Tablet,30mg,113.23,107
ph1177,OTC015,Acetaminophen,Tablet,325mg,128.98,55
ph1177,OTC026,Multivitamin,Tablet,Daily,92.06,99
ph1177,OTC037,Bronchodilator,Tablet,4mg,56.13,102
ph1177,OTC017,Phenylephrine,Tablet,10mg,139.72,38
ph1177,OTC041,Steroid Respiratory,Tablet,5mg,78.74,35
ph1177,OTC036,Expectorant Tablets,Tablet,200mg,50.25,179
ph1177,OTC010,Guaifenesin,Syrup,100ml,85.22,146
ph1177,OTC039,Chest Rub Balm,Balm,50g,84.09,171
ph1177,OTC035,Antihistamine Syrup,Syrup,100ml,88.16,144
ph1177,OTC002,Ibuprofen,Tablet,200mg,149.45,139
ph1178,OTC011,Loratadine,Tablet,10mg,67.98,175
ph1178,OTC037,Bronchodilator,Tablet,4mg,33.82,157
ph1178,OTC010,Guaifenesin,Syrup,100ml,75.44,193
ph1178,OTC006,Vitamin C,Tablet,500mg,42.5,154
ph1178,OTC007,Zinc Supplement,Tablet,50mg,70.45,195
ph1178,OTC001,Paracetamol,Tablet,500mg,48.59,35
ph1178,OTC017,Phenylephrine,Tablet,10mg,63.19,142
ph1178,OTC003,Cetirizine,Tablet,10mg,29.56,126
ph1178,OTC035,Antihistamine Syrup,Syrup,100ml,130.52,130
ph1178,OTC031,Ambroxol,Tablet,30mg,38.3,29
ph1178,OTC015,Acetaminophen,Tablet,325mg,44.41,42
ph1178,OTC002,Ibuprofen,Tablet,200mg,45.97,34
ph1179,OTC003,Cetirizine,Tablet,10mg,122.14,150
ph1179,OTC031,Ambroxol,Tablet,30mg,46.8,25
ph1179,OTC036,Expectorant Tablets,Tablet,200mg,66.07,84
ph1179,OTC008,Chlorpheniramine,Tablet,4mg,80.25,102
ph1179,OTC032,Salbutamol Inhaler,Inhaler,100mcg,58.04,147
ph1179,OTC009,Dextromethorphan,Syrup,100ml,54.77,54
ph1179,OTC038,Steam Inhalation,Solution,100ml,107.51,111
ph1179,OTC001,Paracetamol,Tablet,500mg,31.49,120
ph1179,OTC043,Nebulizer Solution,Solution,2.5ml,24.61,39
ph1179,OTC005,Cough Syrup,Syrup,100ml,48.71,125
ph1179,OTC034,Mucolytic Syrup,Syrup,100ml,95.21,84
ph1180,OTC023,Throat Lozenges,Lozenge,24 count,109.77,42
ph1180,OTC036,Expectorant Tablets,Tablet,200mg,101.94,104
ph1180,OTC030,Saline Nasal Spray,Spray,30ml,58.87,121
ph1180,OTC008,Chlorpheniramine,Tablet,4mg,143.73,178
ph1180,OTC013,Aspirin,Tablet,325mg,70.48,83
ph1180,OTC003,Cetirizine,Tablet,10mg,101.99,72
ph1180,OTC043,Nebulizer Solution,Solution,2.5ml,123.1,158
ph1180,OTC032,Salbutamol Inhaler,Inhaler,100mcg,109.69,167
ph1180,OTC031,Ambroxol,Tablet,30mg,59.76,157
ph1180,OTC040,Antibiotic Respiratory,Tablet,500mg,71.23,84
ph1180,OTC041,Steroid Respiratory,Tablet,5mg,19.56,187
ph1180,OTC037,Bronchodilator,Tablet,4mg,84.74,56
ph1181,OTC035,Antihistamine Syrup,Syrup,100ml,130.5,174
ph1181,OTC016,Pseudoephedrine,Tablet,30mg,52.91,140
ph1181,OTC002,Ibuprofen,Tablet,200mg,68.93,63
ph1181,OTC036,Expectorant Tablets,Tablet,200mg,92.87,120
ph1181,OTC005,Cough Syrup,Syrup,100ml,122.24,195
ph1181,OTC033,Budesonide Inhaler,Inhaler,200mcg,141.02,92
ph1181,OTC038,Steam Inhalation,Solution,100ml,29.23,154
ph1181,OTC032,Salbutamol Inhaler,Inhaler,100mcg,130.4,49
ph1181,OTC039,Chest Rub Balm,Balm,50g,77.93,171
ph1181,OTC017,Phenylephrine,Tablet,10mg,74.06,131
ph1181,OTC006,Vitamin C,Tablet,500mg,77.39,175
ph1181,OTC010,Guaifenesin,Syrup,100ml,134.1,32
ph1182,OTC040,Antibiotic Respiratory,Tablet,500mg,53.79,193
ph1182,OTC042,Oxygen Support,Cylinder,Portable,130.94,22
ph1182,OTC001,Paracetamol,Tablet,500mg,36.3,189
ph1182,OTC006,Vitamin C,Tablet,500mg,73.59,45
ph1182,OTC034,Mucolytic Syrup,Syrup,100ml,138.11,51
ph1182,OTC026,Multivitamin,Tablet,Daily,118.62,113
ph1182,OTC003,Cetirizine,Tablet,10mg,99.17,166
ph1182,OTC033,Budesonide Inhaler,Inhaler,200mcg,15.81,90
ph1182,OTC002,Ibuprofen,Tablet,200mg,135.87,117
ph1182,OTC036,Expectorant Tablets,Tablet,200mg,34.01,98
ph1183,OTC010,Guaifenesin,Syrup,100ml,15.11,59
ph1183,OTC017,Phenylephrine,Tablet,10mg,50.31,53
ph1183,OTC036,Expectorant Tablets,Tablet,200mg,63.66,102
ph1183,OTC007,Zinc Supplement,Tablet,50mg,43.68,157
ph1183,OTC006,Vitamin C,Tablet,500mg,22.79,90
ph1183,OTC002,Ibuprofen,Tablet,200mg,12.03,33
ph1183,OTC005,Cough Syrup,Syrup,100ml,100.05,100
ph1183,OTC016,Pseudoephedrine,Tablet,30mg,53.87,172
ph1183,OTC013,Aspirin,Tablet,325mg,115.94,92
ph1183,OTC042,Oxygen Support,Cylinder,Portable,19.18,90
ph1183,OTC034,Mucolytic Syrup,Syrup,100ml,135.16,35
ph1183,OTC008,Chlorpheniramine,Tablet,4mg,29.76,92
ph1183,OTC009,Dextromethorphan,Syrup,100ml,84.09,68
ph1183,OTC032,Salbutamol Inhaler,Inhaler,100mcg,115.42,108
ph1183,OTC015,Acetaminophen,Tablet,325mg,16.9,91
ph1184,OTC001,Paracetamol,Tablet,500mg,95.13,139
ph1184,OTC038,Steam Inhalation,Solution,100ml,13.42,87
ph1184,OTC037,Bronchodilator,Tablet,4mg,47.78,97
ph1184,OTC033,Budesonide Inhaler,Inhaler,200mcg,139.9,71
ph1184,OTC008,Chlorpheniramine,Tablet,4mg,22.05,178
ph1184,OTC041,Steroid Respiratory,Tablet,5mg,11.68,143
ph1184,OTC009,Dextromethorphan,Syrup,100ml,23.47,162
ph1184,OTC007,Zinc Supplement,Tablet,50mg,34.34,193
ph1184,OTC030,Saline Nasal Spray,Spray,30ml,56.0,196
ph1184,OTC002,Ibuprofen,Tablet,200mg,43.81,53
ph1184,OTC032,Salbutamol Inhaler,Inhaler,100mcg,115.91,145
ph1184,OTC040,Antibiotic Respiratory,Tablet,500mg,76.46,184
ph1185,OTC026,Multivitamin,Tablet,Daily,59.98,77
ph1185,OTC017,Phenylephrine,Tablet,10mg,57.26,99
ph1185,OTC015,Acetaminophen,Tablet,325mg,88.04,47
ph1185,OTC013,Aspirin,Tablet,325mg,50.33,44
ph1185,OTC010,Guaifenesin,Syrup,100ml,35.16,119
ph1185,OTC023,Throat Lozenges,Lozenge,24 count,66.88,47
ph1185,OTC016,Pseudoephedrine,Tablet,30mg,57.54,194
ph1185,OTC003,Cetirizine,Tablet,10mg,44.59,75
ph1185,OTC038,Steam Inhalation,Solution,100ml,121.81,167
ph1185,OTC006,Vitamin C,Tablet,500mg,114.3,52
ph1185,OTC035,Antihistamine Syrup,Syrup,100ml,95.01,65
ph1186,OTC036,Expectorant Tablets,Tablet,200mg,89.72,131
ph1186,OTC002,Ibuprofen,Tablet,200mg,32.06,178
ph1186,OTC040,Antibiotic Respiratory,Tablet,500mg,129.65,158
ph1186,OTC006,Vitamin C,Tablet,500mg,146.14,184
ph1186,OTC003,Cetirizine,Tablet,10mg,133.94,149
ph1186,OTC015,Acetaminophen,Tablet,325mg,35.33,93
ph1186,OTC042,Oxygen Support,Cylinder,Portable,123.73,141
ph1186,OTC034,Mucolytic Syrup,Syrup,100ml,36.45,200
ph1186,OTC005,Cough Syrup,Syrup,100ml,133.84,164
ph1186,OTC008,Chlorpheniramine,Tablet,4mg,19.78,53
ph1186,OTC010,Guaifenesin,Syrup,100ml,94.42,174
ph1186,OTC009,Dextromethorphan,Syrup,100ml,131.04,76
ph1186,OTC032,Salbutamol Inhaler,Inhaler,100mcg,72.99,48
ph1187,OTC033,Budesonide Inhaler,Inhaler,200mcg,120.57,42
ph1187,OTC005,Cough Syrup,Syrup,100ml,69.0,192
ph1187,OTC006,Vitamin C,Tablet,500mg,36.18,65
ph1187,OTC023,Throat Lozenges,Lozenge,24 count,14.7,200
ph1187,OTC015,Acetaminophen,Tablet,325mg,64.82,187
ph1187,OTC043,Nebulizer Solution,Solution,2.5ml,111.03,103
ph1187,OTC009,Dextromethorphan,Syrup,100ml,93.73,31
ph1187,OTC032,Salbutamol Inhaler,Inhaler,100mcg,10.54,90
ph1187,OTC039,Chest Rub Balm,Balm,50g,126.78,68
ph1187,OTC013,Aspirin,Tablet,325mg,65.14,75
ph1187,OTC040,Antibiotic Respiratory,Tablet,500mg,64.92,94
ph1187,OTC003,Cetirizine,Tablet,10mg,45.14,61
ph1187,OTC011,Loratadine,Tablet,10mg,114.82,164
ph1187,OTC007,Zinc Supplement,Tablet,50mg,123.17,127
ph1187,OTC036,Expectorant Tablets,Tablet,200mg,92.35,84
ph1188,OTC007,Zinc Supplement,Tablet,50mg,138.78,133
ph1188,OTC036,Expectorant Tablets,Tablet,200mg,65.72,148
ph1188,OTC038,Steam Inhalation,Solution,100ml,43.46,60
ph1188,OTC042,Oxygen Support,Cylinder,Portable,74.65,32
ph1188,OTC001,Paracetamol,Tablet,500mg,128.6,149
ph1188,OTC034,Mucolytic Syrup,Syrup,100ml,136.34,134
ph1188,OTC002,Ibuprofen,Tablet,200mg,139.04,101
ph1188,OTC023,Throat Lozenges,Lozenge,24 count,103.61,47
ph1188,OTC041,Steroid Respiratory,Tablet,5mg,17.89,75
